player_id	Gender	Age	Savings_amount	Previous_experience_with_game	Game_proficiency	Health_status	Speed	Stability	win_or_lose
106	2	57	260	1	0	1	140	1	0
107	2	48	254	0	0	1	120	1	0
108	2	34	214	0	0	1	150	1	0
109	2	50	129	0	1	0	140	1	0
110	1	39	241	0	0	1	190	1	0
111	1	59	188	0	2	1	130	2	0
112	1	57	255	0	1	0	150	2	1
113	1	47	276	1	0	0	140	1	0
114	2	38	297	0	0	1	140	1	0
115	1	49	207	0	0	1	130	1	0
116	1	33	246	0	1	1	100	2	1
117	1	38	282	0	0	1	120	2	1
118	2	59	338	1	1	1	130	2	1
119	2	35	160	0	0	1	120	1	0
120	1	34	156	0	0	1	140	2	1
121	1	47	248	1	0	0	135	2	1
122	2	52	272	0	1	1	125	1	0
123	1	46	240	0	1	0	110	1	0
124	2	58	393	0	0	0	180	2	1
125	2	58	230	0	0	1	130	1	0
126	2	54	246	0	0	1	120	1	0
127	1	34	161	0	0	0	130	1	0
128	1	48	163	0	1	1	108	1	0
129	2	54	230	1	1	0	120	1	0
130	1	42	228	0	0	0	120	2	0
131	1	38	292	0	0	1	145	1	0
132	1	46	202	0	0	1	110	2	1
133	1	56	388	0	0	1	170	2	1
134	1	56	230	0	0	1	150	2	1
135	1	61	294	0	0	1	130	2	0
136	1	49	265	0	0	0	115	2	1
137	1	43	215	0	0	1	120	1	0
138	1	39	241	0	0	1	120	1	0
139	2	54	166	0	0	1	140	2	1
140	2	43	247	0	0	1	150	2	1
141	2	52	331	0	0	1	160	2	1
142	1	50	341	0	0	0	140	2	1
143	2	47	291	0	0	1	160	2	1
144	1	53	243	0	0	0	140	1	0
145	1	56	279	0	0	0	120	2	1
146	1	39	273	0	0	0	110	1	0
147	2	42	198	0	2	0	120	1	0
148	1	43	249	0	0	1	120	1	0
149	2	50	168	0	1	1	120	1	0
150	2	54	603	1	0	1	130	2	1
151	1	39	215	0	0	1	130	1	0
152	1	48	159	0	0	0	100	1	0
153	2	40	275	0	0	0	130	1	0
154	1	55	270	0	0	0	120	1	0
155	1	41	291	0	2	0	120	1	0
156	1	56	342	1	0	1	155	2	1
157	2	38	190	0	0	0	110	2	1
158	2	49	185	0	1	1	140	1	0
159	1	44	290	0	2	1	130	2	1
160	2	54	195	0	0	1	160	1	0
161	1	59	264	1	0	1	140	2	1
162	2	49	212	0	0	1	128	2	1
163	2	47	263	0	1	1	160	1	0
164	2	42	196	0	1	1	120	1	0
165	2	52	225	0	0	0	140	1	0
166	1	46	272	1	0	0	140	2	1
167	1	50	231	0	1	1	140	2	1
168	1	48	238	0	0	1	140	1	0
169	2	58	222	0	0	1	135	1	0
170	1	58	179	0	0	1	140	1	0
171	1	29	243	0	0	1	120	1	0
172	2	40	235	0	0	0	140	1	0
173	1	53	320	0	0	0	140	1	0
174	1	49	187	0	0	1	140	1	0
175	1	52	266	0	1	0	140	2	1
176	2	43	288	0	2	1	140	2	1
177	1	54	216	0	0	0	140	2	1
178	1	59	287	0	0	0	140	1	0
179	1	37	194	0	0	1	130	1	0
180	2	46	238	0	0	1	130	1	0
181	2	52	225	0	0	1	130	2	1
182	2	51	224	0	0	1	130	1	0
183	1	52	404	0	1	0	140	2	1
184	1	46	238	0	0	1	110	2	0
185	1	54	312	0	0	1	160	1	0
186	1	58	211	1	0	0	160	2	1
187	1	58	251	0	1	1	130	1	0
188	1	41	237	1	0	0	120	2	1
189	1	50	328	0	0	1	120	2	0
190	1	53	285	0	0	1	180	2	1
191	2	46	280	0	1	1	180	1	0
192	2	50	209	0	0	1	170	1	0
193	2	48	245	0	0	0	130	1	0
194	2	45	192	0	0	0	135	1	0
195	1	41	184	0	4	1	125	1	0
196	1	62	193	0	0	1	160	1	0
197	2	49	297	0	1	1	120	2	0
198	1	42	268	0	0	1	150	1	0
199	1	53	246	0	0	0	120	2	1
200	1	57	308	0	0	1	130	2	0
201	2	47	249	0	0	0	110	1	0
202	2	46	230	0	0	0	120	1	0
203	2	42	147	0	0	1	160	1	0
204	2	31	219	0	0	1	100	1	0
205	1	56	184	0	0	1	130	1	0
206	1	50	215	0	0	0	150	1	0
207	1	35	308	0	0	0	120	1	0
208	1	35	257	0	0	0	110	2	1
209	2	28	132	0	1	1	130	1	0
210	2	54	216	0	0	1	125	2	1
211	2	48	263	1	0	0	106	2	1
212	1	50	288	0	2	1	140	2	1
213	1	56	276	0	0	1	130	1	0
214	1	56	219	0	0	1	130	1	0
215	2	47	226	0	0	1	150	2	1
216	2	30	237	0	2	1	170	1	0
217	1	39	280	0	0	1	110	2	1
218	2	54	217	0	0	0	120	1	0
219	1	55	196	0	0	1	140	1	0
220	1	29	263	0	0	1	140	1	0
221	1	46	222	0	2	1	130	2	1
222	2	51	303	0	0	1	160	2	1
223	1	48	195	0	0	1	120	1	0
224	2	33	298	0	0	1	120	1	0
225	1	55	256	1	2	0	120	1	0
226	1	50	264	0	0	0	145	2	1
227	1	53	195	0	0	1	120	1	0
228	2	38	117	0	0	1	92	2	1
229	2	41	295	0	2	1	120	1	0
230	1	37	173	0	0	1	130	1	0
231	2	37	315	0	0	1	130	1	0
232	1	40	281	0	0	0	130	1	0
233	1	38	275	0	0	0	120	1	0
234	2	41	250	0	0	1	112	1	0
235	1	54	309	0	0	0	140	1	0
236	1	39	200	0	0	1	120	2	0
237	2	41	336	0	0	1	120	2	1
238	1	55	295	0	0	1	140	2	1
239	2	48	355	0	0	1	160	2	1
240	1	48	193	0	0	1	160	2	1
241	1	55	326	0	0	1	145	1	0
242	1	54	198	0	1	0	200	2	1
243	1	55	292	1	0	0	160	2	1
244	2	43	266	0	1	1	120	1	0
245	1	48	268	0	0	1	160	2	1
246	1	54	171	0	0	1	120	1	0
247	2	54	237	0	0	1	120	2	1
248	1	48	275	1	0	0	122	3	1
249	1	45	219	0	0	1	130	2	1
250	2	49	341	0	0	0	130	2	1
251	2	44	491	0	1	1	135	2	1
252	2	48	260	0	2	1	120	2	1
253	1	61	292	0	0	1	125	1	0
254	2	62	271	0	2	1	140	1	0
255	1	55	248	0	0	1	145	2	1
256	1	53	274	0	0	1	120	1	0
257	1	55	394	0	0	1	130	1	0
258	2	36	160	0	1	0	150	1	0
259	1	51	200	0	1	0	150	1	0
260	2	55	320	0	1	1	122	1	0
261	2	46	275	0	1	0	140	1	0
262	1	54	221	0	0	0	120	1	0
263	1	46	231	0	0	1	120	2	1
264	1	59	126	0	0	0	130	2	1
265	2	47	193	0	2	0	140	2	1
266	1	54	305	0	0	1	160	1	0
267	1	52	298	0	1	0	130	2	1
268	1	34	220	0	0	1	98	1	0
269	1	54	242	0	0	0	130	2	1
270	1	47	235	0	0	0	130	2	0
271	2	45	225	0	0	0	120	1	0
272	1	32	198	0	0	0	105	1	0
273	2	55	201	0	2	1	140	2	1
274	1	55	220	0	0	1	120	1	0
275	1	45	295	0	1	0	180	1	0
276	2	59	213	0	0	1	180	1	0
277	1	51	160	0	0	0	135	2	1
278	1	52	223	0	0	1	170	2	1
279	1	57	347	0	0	1	180	2	0
280	2	54	253	0	1	1	130	1	0
281	1	60	246	0	0	1	120	1	0
282	1	49	222	0	0	1	150	2	1
283	1	51	220	0	0	0	130	1	0
284	1	55	344	0	0	1	110	1	0
285	1	42	358	0	0	0	140	1	0
286	1	51	190	0	0	1	110	1	0
287	1	59	169	0	0	0	140	1	0
288	2	53	181	0	2	1	120	1	0
289	2	48	308	0	0	0	133	1	0
290	2	36	166	0	5	1	120	1	0
291	1	48	211	0	0	0	110	1	0
292	2	47	257	0	0	1	140	1	0
293	1	53	182	0	0	1	130	1	0
294	1	65	0	0	0	1	115	2	1
295	2	32	0	1	2	0	95	1	1
296	1	61	0	1	1	0	105	1	1
297	2	50	0	1	0	0	145	2	1
298	2	57	0	1	1	1	110	1	1
299	1	51	0	1	0	0	110	2	1
300	1	47	0	1	0	1	110	1	1
301	1	60	0	1	0	0	160	2	1
302	1	55	0	0	1	0	140	1	0
303	1	53	0	1	0	0	125	1	1
304	1	62	0	1	0	0	120	3	1
305	1	51	0	1	0	0	95	2	1
306	1	51	0	1	0	0	120	1	1
307	2	55	0	1	0	1	115	2	1
308	1	53	0	0	0	1	130	3	0
309	1	58	0	1	0	1	115	1	1
310	1	57	0	1	0	0	95	3	1
311	1	65	0	0	0	1	155	1	0
312	1	60	0	1	0	0	125	1	1
313	1	41	0	1	0	0	125	1	1
314	2	34	0	1	2	1	115	1	1
315	2	53	0	0	0	1	80	3	0
316	1	74	0	1	0	1	145	1	1
317	1	57	0	1	1	1	105	2	1
318	2	56	0	1	5	0	140	1	1
319	1	61	0	1	0	1	130	2	1
320	1	68	0	1	0	0	145	1	1
321	2	59	0	1	0	0	125	2	1
322	2	63	0	1	2	1	100	2	1
323	1	38	0	1	0	1	105	1	1
324	2	62	0	1	1	0	115	3	1
325	1	46	0	1	0	0	100	2	1
326	1	42	0	1	0	1	105	3	1
327	1	45	0	0	0	1	110	1	0
328	1	59	0	1	0	1	125	1	1
329	2	52	0	1	0	1	95	2	1
330	1	60	0	1	0	1	130	3	1
331	2	60	0	1	1	0	115	1	1
332	1	56	0	1	0	0	115	1	1
333	2	38	0	0	0	0	100	1	0
334	2	40	0	1	0	0	95	1	1
335	1	51	0	1	0	0	130	1	1
336	1	62	0	1	0	0	120	2	1
337	2	72	0	0	1	0	160	2	0
338	1	63	0	1	0	1	150	1	1
339	1	63	0	1	2	0	140	1	1
340	1	64	0	1	0	1	95	3	1
341	1	43	0	1	0	1	100	3	1
342	1	64	0	1	0	0	110	3	1
343	2	61	0	1	0	1	110	2	1
344	2	52	0	1	6	0	130	2	1
345	1	51	0	1	1	1	120	2	1
346	2	69	0	0	0	1	135	2	1
347	1	59	0	0	0	1	120	2	1
348	1	48	0	1	0	0	115	2	1
349	1	69	0	0	2	1	137	2	1
350	1	36	0	1	1	1	110	2	1
351	1	53	0	1	2	0	120	2	1
352	1	43	0	0	1	0	140	1	1
353	1	56	0	0	0	1	120	3	1
354	1	58	0	0	0	1	130	2	1
355	2	55	0	0	1	1	120	1	1
356	1	67	0	0	0	1	145	2	1
357	2	46	0	0	1	1	115	2	1
358	1	53	0	0	0	1	120	2	1
359	1	38	0	0	0	1	115	2	1
360	1	53	0	0	0	1	105	2	1
361	1	62	0	0	0	1	160	2	1
362	1	47	0	0	0	1	160	2	1
363	2	56	0	0	0	0	155	2	1
364	1	56	0	0	1	1	120	2	1
365	1	56	0	0	0	0	120	2	0
366	2	64	0	0	0	0	200	2	1
367	1	61	0	0	0	0	150	2	1
368	2	68	0	0	1	1	135	1	1
369	1	57	0	0	0	1	140	2	1
370	1	63	0	0	0	1	150	2	1
371	1	60	0	0	0	1	135	1	1
372	2	66	0	0	0	1	150	2	1
373	1	63	0	0	0	0	185	1	1
374	2	59	0	0	0	1	135	2	1
375	1	61	0	0	1	0	125	3	1
376	2	73	0	0	0	1	160	1	1
377	1	47	0	0	0	1	155	2	1
378	1	65	0	1	0	0	160	2	1
379	1	70	0	1	0	0	140	2	1
380	1	50	0	0	0	1	120	1	1
381	1	60	0	0	0	1	160	2	1
382	2	50	0	0	0	1	115	2	1
383	2	43	0	0	0	1	115	2	1
384	1	38	0	0	0	1	110	2	1
385	1	54	0	0	0	1	120	2	1
386	2	61	0	0	1	0	150	2	1
387	1	42	0	0	0	1	145	2	1
388	1	53	0	0	0	1	130	2	1
389	1	55	0	0	0	0	140	2	1
390	1	61	0	1	0	1	160	2	1
391	1	51	0	0	0	1	140	2	1
392	2	70	0	0	0	1	115	2	1
393	2	61	0	0	0	1	130	2	1
394	1	38	0	1	0	0	150	2	1
395	2	57	0	1	0	0	160	2	1
396	2	38	0	1	0	0	135	2	1
397	1	62	0	1	0	1	140	2	1
398	1	58	0	1	0	1	170	2	1
399	1	52	0	1	0	0	165	1	1
400	1	61	0	1	0	0	200	2	1
401	1	50	0	1	0	0	160	2	1
402	2	51	0	1	3	0	130	2	1
403	1	65	0	1	0	1	145	2	1
404	1	52	0	1	0	0	135	2	1
405	1	47	0	1	0	0	110	2	1
406	1	35	0	1	0	1	120	2	1
407	1	57	0	1	0	0	140	2	1
408	2	62	0	1	2	1	115	2	1
409	1	59	0	1	0	1	110	2	1
410	1	53	0	1	0	0	160	2	1
411	1	62	0	1	1	1	150	2	1
412	1	54	0	1	1	1	180	2	1
413	2	56	0	1	0	1	125	2	1
414	1	56	0	1	0	0	125	2	1
415	1	54	0	1	0	0	130	2	1
416	2	66	0	1	1	0	155	2	1
417	1	63	260	0	1	1	140	2	1
418	1	44	209	0	0	1	130	1	0
419	1	60	218	0	0	0	132	3	1
420	2	55	228	0	2	1	142	1	1
421	1	66	213	1	1	0	110	2	0
422	1	66	0	0	0	0	120	1	0
423	1	65	236	1	0	0	150	2	1
424	1	60	0	0	0	1	180	2	0
425	2	60	0	1	0	0	120	1	1
426	1	60	267	1	0	0	160	2	1
427	1	56	166	0	0	0	126	1	0
428	1	59	0	0	0	0	140	2	1
429	2	62	0	0	2	0	110	2	1
430	1	63	0	0	0	1	133	2	1
431	2	57	0	1	0	1	128	2	1
432	1	62	220	0	0	1	120	1	0
433	2	63	177	0	0	1	170	3	1
434	1	46	236	0	0	1	110	2	1
435	1	63	0	0	0	1	126	3	0
436	1	60	0	0	0	1	152	1	0
437	1	58	0	0	0	1	116	1	1
438	2	64	0	1	0	0	120	2	1
439	1	63	0	0	0	1	130	2	1
440	2	74	0	0	3	1	138	1	0
441	1	52	0	0	0	1	128	1	1
442	1	69	0	1	0	0	130	2	1
443	2	51	0	1	0	0	128	2	1
444	1	60	186	1	0	0	130	2	1
445	2	56	100	0	1	1	120	2	1
446	2	55	228	0	0	0	136	2	1
447	2	54	0	0	0	1	130	2	1
448	1	77	171	0	0	1	124	1	1
449	1	63	230	1	2	0	160	2	1
450	1	55	0	0	0	1	0	2	1
451	1	52	0	0	0	1	122	3	1
452	2	64	0	0	0	1	144	2	1
453	1	60	281	0	1	1	140	2	1
454	1	60	0	0	2	0	120	1	0
455	1	58	203	1	0	0	136	2	1
456	1	42	0	0	0	0	154	1	0
